season,transaction_week,transaction_type,transaction_id,status_updated_ms,status_updated_utc,created_ms,created_utc,player_id,drop_from,add_to,owner_w_minus_1,owner_w,owner_w_plus_1,waiver_bid,consistent,reason
2023,7,waiver,1022693762226573312,1698217232246,2023-10-25T07:00:32.246000+00:00,1698191702947,2023-10-24T23:55:02.947000+00:00,5695,,6,,,6,16,True,
2023,7,waiver,1022693762226573312,1698217232246,2023-10-25T07:00:32.246000+00:00,1698191702947,2023-10-24T23:55:02.947000+00:00,3242,6,,6,,,16,True,
2023,7,waiver,1021685938377818112,1697958032447,2023-10-22T07:00:32.447000+00:00,1697951419017,2023-10-22T05:10:19.017000+00:00,8111,,4,,4,4,3,True,
2023,7,waiver,1021685938377818112,1697958032447,2023-10-22T07:00:32.447000+00:00,1697951419017,2023-10-22T05:10:19.017000+00:00,8230,4,,4,,,3,True,
2023,7,free_agent,1021602205264076800,1697931455487,2023-10-21T23:37:35.487000+00:00,1697931455487,2023-10-21T23:37:35.487000+00:00,5000,2,,2,,,,True,
2023,7,waiver,1021281331390660608,1697871626039,2023-10-21T07:00:26.039000+00:00,1697854953194,2023-10-21T02:22:33.194000+00:00,8197,2,,2,,,0,True,
2023,7,waiver,1021281331390660608,1697871626039,2023-10-21T07:00:26.039000+00:00,1697854953194,2023-10-21T02:22:33.194000+00:00,947,,2,,2,2,0,True,
2023,7,waiver,1021280898093830144,1697871626039,2023-10-21T07:00:26.039000+00:00,1697854849888,2023-10-21T02:20:49.888000+00:00,345,,2,,2,2,0,True,
2023,7,waiver,1021280898093830144,1697871626039,2023-10-21T07:00:26.039000+00:00,1697854849888,2023-10-21T02:20:49.888000+00:00,6984,2,,2,,,0,True,
2023,7,waiver,1020875962835673088,1697785217799,2023-10-20T07:00:17.799000+00:00,1697758305799,2023-10-19T23:31:45.799000+00:00,5046,,7,,7,7,0,True,
2023,7,free_agent,1020272165993668608,1697614349414,2023-10-18T07:32:29.414000+00:00,1697614349414,2023-10-18T07:32:29.414000+00:00,2320,5,,5,,,,True,
2023,8,waiver,1025294622488170496,1698822014030,2023-11-01T07:00:14.030000+00:00,1698811796355,2023-11-01T04:09:56.355000+00:00,4464,,7,,,7,41,True,
2023,8,free_agent,1023084053118926848,1698284755547,2023-10-26T01:45:55.547000+00:00,1698284755547,2023-10-26T01:45:55.547000+00:00,1833,5,,5,,,,True,
2023,9,waiver,1027852188762148864,1699430430269,2023-11-08T08:00:30.269000+00:00,1699421567672,2023-11-08T05:32:47.672000+00:00,4234,,5,,,5,6,True,
2023,9,waiver,1027822510819094528,1699430430269,2023-11-08T08:00:30.269000+00:00,1699414491899,2023-11-08T03:34:51.899000+00:00,11292,,8,,,8,56,True,
2023,9,waiver,1027822510819094528,1699430430269,2023-11-08T08:00:30.269000+00:00,1699414491899,2023-11-08T03:34:51.899000+00:00,6037,8,,,8,,56,True,
2023,9,waiver,1027788964561874944,1699430430269,2023-11-08T08:00:30.269000+00:00,1699406493848,2023-11-08T01:21:33.848000+00:00,5137,6,,6,6,,6,True,
2023,9,waiver,1027788964561874944,1699430430269,2023-11-08T08:00:30.269000+00:00,1699406493848,2023-11-08T01:21:33.848000+00:00,8230,,6,,,6,6,True,
2023,9,waiver,1027788911130558464,1699430430269,2023-11-08T08:00:30.269000+00:00,1699406481109,2023-11-08T01:21:21.109000+00:00,1067,6,,6,,,31,True,
2023,9,waiver,1027788911130558464,1699430430269,2023-11-08T08:00:30.269000+00:00,1699406481109,2023-11-08T01:21:21.109000+00:00,3161,,6,,,6,31,True,
2023,9,waiver,1026705879460155392,1699168178089,2023-11-05T07:09:38.089000+00:00,1699148266237,2023-11-05T01:37:46.237000+00:00,6789,8,,8,,,13,True,
2023,9,waiver,1026705879460155392,1699168178089,2023-11-05T07:09:38.089000+00:00,1699148266237,2023-11-05T01:37:46.237000+00:00,6037,,8,,8,,13,True,
2023,9,waiver,1025913019521466368,1698994822956,2023-11-03T07:00:22.956000+00:00,1698959233697,2023-11-02T21:07:13.697000+00:00,5985,,12,,12,12,0,True,
2023,10,free_agent,1030397771745943552,1700028481950,2023-11-15T06:08:01.950000+00:00,1700028481950,2023-11-15T06:08:01.950000+00:00,2325,5,,5,5,,,True,
2023,10,waiver,1030228133322088448,1700035203378,2023-11-15T08:00:03.378000+00:00,1699988036998,2023-11-14T18:53:56.998000+00:00,6421,,11,,,11,20,True,
2023,10,waiver,1029263676081131520,1699776036382,2023-11-12T08:00:36.382000+00:00,1699758092473,2023-11-12T03:01:32.473000+00:00,5409,,5,,5,5,1,True,
2023,10,free_agent,1029263379518550016,1699758021767,2023-11-12T03:00:21.767000+00:00,1699758021767,2023-11-12T03:00:21.767000+00:00,8122,5,,5,,,,True,
2023,10,free_agent,1028211093811843072,1699507137304,2023-11-09T05:18:57.304000+00:00,1699507137304,2023-11-09T05:18:57.304000+00:00,10221,5,,5,,,,True,
2023,11,waiver,1032879673140740096,1700640598669,2023-11-22T08:09:58.669000+00:00,1700620213354,2023-11-22T02:30:13.354000+00:00,6951,8,,8,,,16,True,
2023,11,waiver,1032879673140740096,1700640598669,2023-11-22T08:09:58.669000+00:00,1700620213354,2023-11-22T02:30:13.354000+00:00,5970,,8,,,8,16,True,
2023,11,waiver,1032776423104204800,1700640598669,2023-11-22T08:09:58.669000+00:00,1700595596627,2023-11-21T19:39:56.627000+00:00,7496,2,,2,2,,1,True,
2023,11,waiver,1032776423104204800,1700640598669,2023-11-22T08:09:58.669000+00:00,1700595596627,2023-11-21T19:39:56.627000+00:00,6039,,2,,,2,1,True,
2023,11,waiver,1032776319760789504,1700640598669,2023-11-22T08:09:58.669000+00:00,1700595571988,2023-11-21T19:39:31.988000+00:00,5257,,2,,,2,1,True,
2023,11,waiver,1032776319760789504,1700640598669,2023-11-22T08:09:58.669000+00:00,1700595571988,2023-11-21T19:39:31.988000+00:00,7585,2,,2,2,,1,True,
2023,11,waiver,1032776238017990656,1700640598669,2023-11-22T08:09:58.669000+00:00,1700595552499,2023-11-21T19:39:12.499000+00:00,345,2,,2,2,,75,True,
2023,11,waiver,1032776238017990656,1700640598669,2023-11-22T08:09:58.669000+00:00,1700595552499,2023-11-21T19:39:12.499000+00:00,6111,,2,,,2,75,True,
2023,11,trade,1031354141622272000,1700259671342,2023-11-17T22:21:11.342000+00:00,1700256498297,2023-11-17T21:28:18.297000+00:00,4039,1,4,1,4,4,,True,
2023,11,trade,1031354141622272000,1700259671342,2023-11-17T22:21:11.342000+00:00,1700256498297,2023-11-17T21:28:18.297000+00:00,6011,4,1,4,1,1,,True,
2023,11,free_agent,1031038090816757760,1700181145913,2023-11-17T00:32:25.913000+00:00,1700181145913,2023-11-17T00:32:25.913000+00:00,9479,5,,5,,,,True,
2023,12,waiver,1035300728107134976,1701244833174,2023-11-29T08:00:33.174000+00:00,1701197437839,2023-11-28T18:50:37.839000+00:00,5374,,1,,,1,0,True,
2023,12,waiver,1035300708075171840,1701244833174,2023-11-29T08:00:33.174000+00:00,1701197433063,2023-11-28T18:50:33.063000+00:00,6694,,1,,,1,0,True,
2023,12,free_agent,1034556825141739520,1701020077551,2023-11-26T17:34:37.551000+00:00,1701020077551,2023-11-26T17:34:37.551000+00:00,827,5,,5,,,,True,
2023,12,free_agent,1033150663582105600,1700684822510,2023-11-22T20:27:02.510000+00:00,1700684822510,2023-11-22T20:27:02.510000+00:00,8214,7,,7,,,,True,
2023,12,trade,1033145192645312512,1700684706108,2023-11-22T20:25:06.108000+00:00,1700683518137,2023-11-22T20:05:18.137000+00:00,9999,3,7,3,7,7,,True,
2023,13,waiver,1037035470011645952,1701849605172,2023-12-06T08:00:05.172000+00:00,1701611032539,2023-12-03T13:43:52.539000+00:00,8116,7,,7,7,,9,True,
2023,13,waiver,1037035470011645952,1701849605172,2023-12-06T08:00:05.172000+00:00,1701611032539,2023-12-03T13:43:52.539000+00:00,19,,7,,,7,9,True,
2023,13,trade,1036157043272892416,1701406400549,2023-12-01T04:53:20.549000+00:00,1701401599284,2023-12-01T03:33:19.284000+00:00,6845,9,5,9,5,5,,True,
2023,13,free_agent,1035716409352863744,1701296543971,2023-11-29T22:22:23.971000+00:00,1701296543971,2023-11-29T22:22:23.971000+00:00,7720,3,,3,,,,True,
2023,14,waiver,1040379452095684608,1702454425446,2023-12-13T08:00:25.446000+00:00,1702408299996,2023-12-12T19:11:39.996000+00:00,5257,2,,2,,,0,True,
2023,14,waiver,1040379452095684608,1702454425446,2023-12-13T08:00:25.446000+00:00,1702408299996,2023-12-12T19:11:39.996000+00:00,11210,,2,,,2,0,True,
2023,14,waiver,1040378493755822080,1702454425446,2023-12-13T08:00:25.446000+00:00,1702408071510,2023-12-12T19:07:51.510000+00:00,7607,,2,7,2,2,0,True,
2023,14,waiver,1040378437405495296,1702454425446,2023-12-13T08:00:25.446000+00:00,1702408058076,2023-12-12T19:07:38.076000+00:00,6963,,2,,,2,0,True,
2023,14,waiver,1040344468051951616,1702454425446,2023-12-13T08:00:25.446000+00:00,1702399959150,2023-12-12T16:52:39.150000+00:00,3286,,6,,,6,21,True,
2023,14,waiver,1040344468051951616,1702454425446,2023-12-13T08:00:25.446000+00:00,1702399959150,2023-12-12T16:52:39.150000+00:00,6598,6,,6,6,,21,True,
2023,14,free_agent,1039306505406726144,1702152489571,2023-12-09T20:08:09.571000+00:00,1702152489571,2023-12-09T20:08:09.571000+00:00,5121,5,,5,,,,True,
2023,14,free_agent,1039224611260416000,1702132964485,2023-12-09T14:42:44.485000+00:00,1702132964485,2023-12-09T14:42:44.485000+00:00,2549,7,,7,,,,True,
2023,14,free_agent,1039224557447495680,1702132951655,2023-12-09T14:42:31.655000+00:00,1702132951655,2023-12-09T14:42:31.655000+00:00,7607,7,,7,2,2,,True,
2023,14,trade,1039190002506530816,1702132765673,2023-12-09T14:39:25.673000+00:00,1702124713115,2023-12-09T12:25:13.115000+00:00,6111,2,7,2,7,7,,True,
2023,14,trade,1039190002506530816,1702132765673,2023-12-09T14:39:25.673000+00:00,1702124713115,2023-12-09T12:25:13.115000+00:00,4217,2,7,2,7,7,,True,
2023,14,trade,1039190002506530816,1702132765673,2023-12-09T14:39:25.673000+00:00,1702124713115,2023-12-09T12:25:13.115000+00:00,5012,7,2,7,2,2,,True,
2023,14,trade,1039190002506530816,1702132765673,2023-12-09T14:39:25.673000+00:00,1702124713115,2023-12-09T12:25:13.115000+00:00,9481,2,7,2,7,7,,True,
2023,15,waiver,1042887378353909760,1703059230608,2023-12-20T08:00:30.608000+00:00,1703006236211,2023-12-19T17:17:16.211000+00:00,8207,,6,,,6,15,True,
2023,15,waiver,1042887378353909760,1703059230608,2023-12-20T08:00:30.608000+00:00,1703006236211,2023-12-19T17:17:16.211000+00:00,3161,6,,6,6,,15,True,
2023,15,free_agent,1040844918236729344,1702519275773,2023-12-14T02:01:15.773000+00:00,1702519275773,2023-12-14T02:01:15.773000+00:00,6824,8,,8,,,,True,
2023,16,waiver,1045451238936223744,1703664594400,2023-12-27T08:09:54.400000+00:00,1703617508208,2023-12-26T19:05:08.208000+00:00,6185,,3,,,3,0,True,
2023,16,free_agent,1043707865569140736,1703201855607,2023-12-21T23:37:35.607000+00:00,1703201855607,2023-12-21T23:37:35.607000+00:00,11311,6,,6,,,,True,
2023,17,waiver,1046946260353179648,1704009625201,2023-12-31T08:00:25.201000+00:00,1703973949090,2023-12-30T22:05:49.090000+00:00,5973,,5,,5,,0,True,
2023,17,waiver,1046946212982669312,1704009625201,2023-12-31T08:00:25.201000+00:00,1703973937796,2023-12-30T22:05:37.796000+00:00,10226,,5,,5,,0,True,
2023,17,waiver,1046946163532005376,1704009625201,2023-12-31T08:00:25.201000+00:00,1703973926006,2023-12-30T22:05:26.006000+00:00,4972,,5,,5,,0,True,
2023,17,waiver,1046946113498062848,1704009625201,2023-12-31T08:00:25.201000+00:00,1703973914077,2023-12-30T22:05:14.077000+00:00,827,,5,,5,,0,True,
2023,17,waiver,1046946082325921792,1704009625201,2023-12-31T08:00:25.201000+00:00,1703973906645,2023-12-30T22:05:06.645000+00:00,8756,,5,,5,,0,True,
2023,17,waiver,1046472834236850176,1703923215637,2023-12-30T08:00:15.637000+00:00,1703861075508,2023-12-29T14:44:35.508000+00:00,3161,,3,,3,,0,True,
2023,17,waiver,1046472834236850176,1703923215637,2023-12-30T08:00:15.637000+00:00,1703861075508,2023-12-29T14:44:35.508000+00:00,5122,3,,3,,3,0,False,W+1 still owned by drop_from
2023,17,waiver,1046472732139057152,1703923215637,2023-12-30T08:00:15.637000+00:00,1703861051166,2023-12-29T14:44:11.166000+00:00,4127,,3,,3,,0,True,
2023,17,waiver,1046472732139057152,1703923215637,2023-12-30T08:00:15.637000+00:00,1703861051166,2023-12-29T14:44:11.166000+00:00,11370,3,,3,,3,0,False,W+1 still owned by drop_from
2023,17,free_agent,1046150078248869888,1703784124484,2023-12-28T17:22:04.484000+00:00,1703784124484,2023-12-28T17:22:04.484000+00:00,10867,5,,5,,,,True,
2023,17,free_agent,1046150002126446592,1703784106335,2023-12-28T17:21:46.335000+00:00,1703784106335,2023-12-28T17:21:46.335000+00:00,9480,5,,5,,,,True,
2023,17,free_agent,1046149828834582528,1703784065019,2023-12-28T17:21:05.019000+00:00,1703784065019,2023-12-28T17:21:05.019000+00:00,5086,5,,5,,,,True,
2023,17,waiver,1045932310371250176,1703750997397,2023-12-28T08:09:57.397000+00:00,1703732204576,2023-12-28T02:56:44.576000+00:00,9490,3,,3,,3,0,False,W+1 still owned by drop_from
2023,17,waiver,1045932310371250176,1703750997397,2023-12-28T08:09:57.397000+00:00,1703732204576,2023-12-28T02:56:44.576000+00:00,4574,,3,,3,,0,True,
2023,17,waiver,1045932247104282624,1703750997397,2023-12-28T08:09:57.397000+00:00,1703732189492,2023-12-28T02:56:29.492000+00:00,9230,,3,,3,,0,True,
2023,17,waiver,1045932247104282624,1703750997397,2023-12-28T08:09:57.397000+00:00,1703732189492,2023-12-28T02:56:29.492000+00:00,5880,3,,3,,3,0,False,W+1 still owned by drop_from
2023,17,waiver,1045804860878401536,1703750997397,2023-12-28T08:09:57.397000+00:00,1703701818249,2023-12-27T18:30:18.249000+00:00,5000,,3,,3,,0,True,
2023,17,waiver,1045804860878401536,1703750997397,2023-12-28T08:09:57.397000+00:00,1703701818249,2023-12-27T18:30:18.249000+00:00,8254,3,,3,,3,0,False,W+1 still owned by drop_from
2023,17,waiver,1045804668481396736,1703750997397,2023-12-28T08:09:57.397000+00:00,1703701772378,2023-12-27T18:29:32.378000+00:00,6878,3,,3,,3,0,False,W+1 still owned by drop_from
2023,17,waiver,1045804668481396736,1703750997397,2023-12-28T08:09:57.397000+00:00,1703701772378,2023-12-27T18:29:32.378000+00:00,3257,,3,,3,,0,True,
2023,17,waiver,1045769183574802432,1703750997397,2023-12-28T08:09:57.397000+00:00,1703693312117,2023-12-27T16:08:32.117000+00:00,5137,,6,,6,6,0,True,
2023,17,waiver,1045769183574802432,1703750997397,2023-12-28T08:09:57.397000+00:00,1703693312117,2023-12-27T16:08:32.117000+00:00,6918,6,,6,,,0,True,
2024,2,waiver,1141903916855103488,1726675626818,2024-09-18T16:07:06.818000+00:00,1726613618628,2024-09-17T22:53:38.628000+00:00,9480,,2,,,2,0,True,
2024,2,waiver,1141903916855103488,1726675626818,2024-09-18T16:07:06.818000+00:00,1726613618628,2024-09-17T22:53:38.628000+00:00,8171,2,,2,2,,0,True,
2024,2,waiver,1141886696079040512,1726675626818,2024-09-18T16:07:06.818000+00:00,1726609512875,2024-09-17T21:45:12.875000+00:00,7562,,6,5,,6,6,True,
2024,2,waiver,1141145946546610176,1726502789607,2024-09-16T16:06:29.607000+00:00,1726432904424,2024-09-15T20:41:44.424000+00:00,11590,,9,,9,9,0,True,
2024,2,waiver,1141145900040224768,1726502789607,2024-09-16T16:06:29.607000+00:00,1726432893336,2024-09-15T20:41:33.336000+00:00,11636,,9,,9,9,0,True,
2024,2,waiver,1141021970885160960,1726416380343,2024-09-15T16:06:20.343000+00:00,1726403346323,2024-09-15T12:29:06.323000+00:00,7587,12,,12,,,0,True,
2024,2,waiver,1141021970885160960,1726416380343,2024-09-15T16:06:20.343000+00:00,1726403346323,2024-09-15T12:29:06.323000+00:00,5374,,12,,12,,0,True,
2024,3,waiver,1144563510442360832,1727280398146,2024-09-25T16:06:38.146000+00:00,1727247715152,2024-09-25T07:01:55.152000+00:00,8208,,1,,,1,0,True,
2024,3,waiver,1144468974642835456,1727280398146,2024-09-25T16:06:38.146000+00:00,1727225176061,2024-09-25T00:46:16.061000+00:00,10219,9,,9,9,,0,True,
2024,3,waiver,1144468974642835456,1727280398146,2024-09-25T16:06:38.146000+00:00,1727225176061,2024-09-25T00:46:16.061000+00:00,5938,,9,,,9,0,True,
2024,3,waiver,1143574328366247936,1727021234628,2024-09-22T16:07:14.628000+00:00,1727011875767,2024-09-22T13:31:15.767000+00:00,4972,,9,,9,9,0,True,
2024,3,waiver,1143574328366247936,1727021234628,2024-09-22T16:07:14.628000+00:00,1727011875767,2024-09-22T13:31:15.767000+00:00,10870,9,,9,,,0,True,
2024,3,waiver,1142139340571697152,1726675626818,2024-09-18T16:07:06.818000+00:00,1726669748016,2024-09-18T14:29:08.016000+00:00,829,,12,,12,12,65,True,
2024,3,waiver,1142139340571697152,1726675626818,2024-09-18T16:07:06.818000+00:00,1726669748016,2024-09-18T14:29:08.016000+00:00,5374,12,,12,,,65,True,
2024,4,waiver,1146996263628644352,1727885220329,2024-10-02T16:07:00.329000+00:00,1727827728710,2024-10-02T00:08:48.710000+00:00,11603,,8,,,8,18,True,
2024,4,waiver,1146996263628644352,1727885220329,2024-10-02T16:07:00.329000+00:00,1727827728710,2024-10-02T00:08:48.710000+00:00,8159,8,,8,8,,18,True,
2024,4,waiver,1145744375868211200,1727539625183,2024-09-28T16:07:05.183000+00:00,1727529255409,2024-09-28T13:14:15.409000+00:00,10231,,8,,8,8,24,True,
2024,5,free_agent,1149357029614522368,1728390579182,2024-10-08T12:29:39.182000+00:00,1728390579182,2024-10-08T12:29:39.182000+00:00,10863,3,,3,,,,True,
2024,5,free_agent,1147713461204537344,1727998721937,2024-10-03T23:38:41.937000+00:00,1727998721937,2024-10-03T23:38:41.937000+00:00,7537,7,,7,,,,True,
2024,5,free_agent,1147392584625520640,1727922218999,2024-10-03T02:23:38.999000+00:00,1727922218999,2024-10-03T02:23:38.999000+00:00,11292,8,,8,,,,True,
2024,6,waiver,1152118005141348352,1729094801545,2024-10-16T16:06:41.545000+00:00,1729048847044,2024-10-16T03:20:47.044000+00:00,6694,,5,,,5,8,True,
