league_id,season,stratum,bench,capacity,test_week,lookback,seed,signed_capture,positive_capture,negative_capture,oracle_positive,positive_capture_fraction
920523240571850752,2023,1QB,12,21,8,3,17000.0,2.025492539999999,3.021501201770832,-0.9960086617708331,4.185834444687498,0.7218396335778655
920523240571850752,2023,1QB,12,21,8,5,17000.0,1.9300088532291655,2.9621553886458325,-1.0321465354166666,4.185834444687498,0.7076618599680375
920523240571850752,2023,1QB,12,21,12,3,17000.0,1.9099441736458331,2.955311378749999,-1.0453672051041663,3.9515871640624987,0.7478795876317553
920523240571850752,2023,1QB,12,21,12,5,17000.0,1.860354117708333,2.9562782065624993,-1.0959240888541661,3.9515871640624987,0.7481242558555246
969999751733186560,2023,1QB,5,15,8,3,17000.0,2.188534622708333,3.107058833333332,-0.9185242106249993,3.688264135833332,0.842417657441261
969999751733186560,2023,1QB,5,15,8,5,17000.0,2.164476559895833,3.0965487161458327,-0.9320721562499994,3.688264135833332,0.8395680466757552
969999751733186560,2023,1QB,5,15,12,3,17000.0,2.095395828541666,3.0024166163541657,-0.9070207878124993,3.575638389895832,0.8396868723745955
969999751733186560,2023,1QB,5,15,12,5,17000.0,2.1069727112499996,3.0492778846874984,-0.9423051734374993,3.575638389895832,0.852792579166914
969999751733186560,2023,1QB,12,22,8,3,17000.0,2.2478500615624992,3.126171668958332,-0.8783216073958325,4.127801979374999,0.7573453582750774
969999751733186560,2023,1QB,12,22,8,5,17000.0,2.232401511770833,3.130381487187499,-0.897979975416666,4.127801979374999,0.7583652275057725
969999751733186560,2023,1QB,12,22,12,3,17000.0,2.139290828854166,3.0359831015624987,-0.8966922727083327,4.011073370520832,0.7569004157030118
969999751733186560,2023,1QB,12,22,12,5,17000.0,2.143282986354166,3.0701960552083327,-0.9269130688541661,4.011073370520832,0.7654300411886188
